year,BCCA_0-125deg_tasmin_day_ACCESS1-0_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_ACCESS1-0_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_BNU-ESM_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_BNU-ESM_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_CCSM4_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_CCSM4_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_CCSM4_rcp60_r1i1p1,BCCA_0-125deg_tasmin_day_CCSM4_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_CESM1-BGC_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_CESM1-BGC_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_CNRM-CM5_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_CNRM-CM5_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_CSIRO-Mk3-6-0_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_CSIRO-Mk3-6-0_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_CSIRO-Mk3-6-0_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_CanESM2_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_CanESM2_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_CanESM2_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_GFDL-CM3_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_GFDL-CM3_rcp60_r1i1p1,BCCA_0-125deg_tasmin_day_GFDL-CM3_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_GFDL-ESM2G_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_GFDL-ESM2G_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_GFDL-ESM2G_rcp60_r1i1p1,BCCA_0-125deg_tasmin_day_GFDL-ESM2G_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_GFDL-ESM2M_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_GFDL-ESM2M_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_GFDL-ESM2M_rcp60_r1i1p1,BCCA_0-125deg_tasmin_day_GFDL-ESM2M_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_IPSL-CM5A-LR_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_IPSL-CM5A-LR_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_IPSL-CM5A-LR_rcp60_r1i1p1,BCCA_0-125deg_tasmin_day_IPSL-CM5A-LR_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_IPSL-CM5A-MR_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_IPSL-CM5A-MR_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_IPSL-CM5A-MR_rcp60_r1i1p1,BCCA_0-125deg_tasmin_day_IPSL-CM5A-MR_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_MIROC-ESM-CHEM_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_MIROC-ESM-CHEM_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_MIROC-ESM-CHEM_rcp60_r1i1p1,BCCA_0-125deg_tasmin_day_MIROC-ESM-CHEM_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_MIROC-ESM_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_MIROC-ESM_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_MIROC-ESM_rcp60_r1i1p1,BCCA_0-125deg_tasmin_day_MIROC-ESM_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_MIROC5_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_MIROC5_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_MIROC5_rcp60_r1i1p1,BCCA_0-125deg_tasmin_day_MIROC5_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_MPI-ESM-LR_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_MPI-ESM-LR_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_MPI-ESM-LR_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_MPI-ESM-MR_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_MPI-ESM-MR_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_MPI-ESM-MR_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_MRI-CGCM3_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_MRI-CGCM3_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_MRI-CGCM3_rcp60_r1i1p1,BCCA_0-125deg_tasmin_day_MRI-CGCM3_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_NorESM1-M_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_NorESM1-M_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_NorESM1-M_rcp60_r1i1p1,BCCA_0-125deg_tasmin_day_NorESM1-M_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_bcc-csm1-1_rcp26_r1i1p1,BCCA_0-125deg_tasmin_day_bcc-csm1-1_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_bcc-csm1-1_rcp60_r1i1p1,BCCA_0-125deg_tasmin_day_bcc-csm1-1_rcp85_r1i1p1,BCCA_0-125deg_tasmin_day_inmcm4_rcp45_r1i1p1,BCCA_0-125deg_tasmin_day_inmcm4_rcp85_r1i1p1
2028,7.803071,8.445188,7.194918,7.8517017,6.946099,6.9325747,7.08279,7.4567027,7.265127,6.5440807,7.523873,7.1053553,6.499581,6.1611037,5.735726,7.4306655,6.688987,7.5804625,7.5502048,5.7450614,7.057979,6.3351326,6.6951246,6.1703286,7.372949,6.3052945,6.382785,6.078842,5.9657836,5.902714,7.0171514,5.9866014,7.01477,6.605459,7.671408,6.979668,6.1743608,7.256725,7.726285,7.4804807,7.67377,6.4693575,7.130972,7.6360645,7.2055736,6.5561004,6.7013636,7.47228,6.783102,6.775143,6.742003,7.876931,7.772441,6.0546837,6.4383674,5.581179,5.9621015,6.020164,6.117578,6.830756,6.4281597,6.218576,6.9560328,7.116908,6.897042,7.2364964,5.4799485,7.2524796,6.359457
2029,6.9762883,7.641868,7.470641,7.114656,6.7324095,6.317733,6.6302686,6.505969,7.027107,7.8509164,6.2256556,6.442791,6.538057,7.106421,7.0011272,6.3870845,7.3795204,7.426653,6.9941216,6.939146,6.941867,6.96551,6.1805773,6.1498466,6.868683,7.035725,7.2159977,7.29987,6.163933,7.137914,6.9702578,7.6053934,7.756468,7.324896,7.582843,5.943926,6.717891,7.84447,7.7088375,7.0055747,7.678859,7.3635793,6.39214,6.890689,8.4776,7.295473,6.32858,7.31081,7.6617427,6.8001084,6.287163,7.2670617,7.683256,7.121716,5.913372,6.328075,5.363115,6.451021,6.7858076,6.527987,6.5763454,6.2565203,7.8806357,6.290445,6.3250794,6.3762393,7.6636815,6.285397,5.2093534
2030,6.924019,7.8903694,7.982146,7.6441,6.7963924,8.373517,6.1244874,8.529586,7.036233,7.2179747,7.0399337,7.1180143,5.685541,7.4785266,7.4362874,7.4177365,7.790286,6.985462,6.5412836,7.7421637,7.2610736,6.466843,7.621512,7.114707,6.4086137,6.7388334,6.2243953,6.2530217,6.988822,6.8806114,7.467516,5.999917,7.342832,6.1165338,7.5135374,7.085623,7.5478215,6.9244595,7.656752,7.095342,7.77915,7.3683047,7.117026,6.878722,8.287886,7.397891,7.2695265,5.73327,7.373802,6.724116,6.344389,7.2322726,7.2487373,6.448747,7.7371264,6.2517614,6.5449424,6.082522,5.6570807,6.0611196,7.16769,6.7401056,6.44641,7.5594816,6.0593896,6.9734178,7.682012,5.3447337,6.9407964
2031,7.141165,6.337586,7.799467,6.0620527,8.138021,6.7228103,6.130597,7.9336596,5.977802,7.1175375,6.8889375,7.2851777,6.1085463,7.317973,7.356216,7.96314,7.0171833,6.5922513,8.087353,7.1876225,8.157949,6.29438,6.374297,6.6315093,7.7170177,6.421045,6.8188567,6.3275976,6.958408,8.07462,7.4621716,6.7855473,7.738944,7.1043653,8.4407215,6.7276316,7.2908926,7.473986,7.4937453,6.7372785,8.233611,7.5158024,7.276441,7.2187543,8.035627,6.684607,7.462765,6.4046626,7.46902,6.8955073,6.9563575,6.7405405,5.844974,6.926974,8.169994,6.5355043,6.2453985,6.32074,6.3920546,6.150997,7.8496156,6.742025,6.0458875,7.4732323,6.4463573,6.6380105,7.12348,5.9355745,6.36528
2032,7.023263,7.2799644,8.252681,7.8638077,7.5011234,6.9509454,7.092572,7.3124475,7.43416,7.3822427,6.982047,6.79933,6.744381,7.330036,6.9753613,7.3130617,8.111566,6.8513427,7.1263704,8.08159,9.024757,6.495843,6.637741,5.608869,7.83519,7.294817,6.7466807,5.849105,7.200154,7.808991,6.849617,7.3689027,7.5352736,5.908954,7.105515,7.8283906,7.052,7.7116756,7.1943865,6.9795523,8.182608,7.004146,7.693731,6.6487274,6.569932,6.6366763,7.478259,7.2302113,7.835198,7.129648,6.550911,7.752243,7.0480113,7.39299,7.965459,5.3686304,5.620976,5.4038076,5.6748805,7.3972597,6.8503227,7.049999,7.469816,6.588668,7.758403,6.5597095,7.002123,5.868395,6.7573056
2033,7.5439606,6.567201,7.3125844,8.163145,7.052885,7.437203,6.9367204,6.8786936,6.427063,7.104054,7.208367,6.5061135,7.3665557,5.881809,7.968592,6.8805285,7.716839,7.914514,7.761701,7.751421,8.340843,6.405286,7.8943777,6.538251,7.018359,6.793833,6.981843,6.542341,7.15967,7.5310583,7.553787,7.120276,7.5632467,7.695217,8.227304,6.719922,7.705423,7.462562,7.6521297,7.153538,7.6625195,6.6533403,8.018365,6.9413624,7.334235,6.558269,6.45465,7.15171,7.761777,6.446233,6.3970075,6.910762,6.958768,7.5697865,7.47366,6.652331,6.3370843,5.673866,6.419607,6.543894,6.8482018,7.7601466,7.3180265,7.6344204,7.6202846,6.5988426,6.832653,6.124984,7.42911
2034,7.171891,7.2377586,6.8632946,7.5697603,7.065993,6.633574,6.8108506,6.8326325,6.7248483,6.858872,5.9683957,7.0862327,7.1158757,6.622662,7.548051,7.0424895,7.499671,7.510149,7.897531,7.532278,7.4787407,6.5700135,7.3014636,6.3777494,7.1743164,6.7125244,6.5731277,6.6113214,6.2484756,7.4782805,7.7204647,6.5647745,7.429139,8.660342,7.259821,6.489419,6.568105,8.347466,6.867978,7.85523,7.681196,6.758664,6.483986,7.243972,8.621985,6.7703824,6.9826574,6.719523,7.270419,7.0774627,7.110787,7.153784,6.8137345,8.621586,8.70637,5.9993663,6.3723354,5.8153715,5.9350467,7.2818065,7.0157585,6.511121,7.003131,7.436618,6.83877,6.3056545,7.3841014,5.834719,6.4892087
2035,6.3118124,6.74062,7.5099716,7.3560786,7.6354003,6.0703006,8.066836,7.163968,6.3468537,7.2916512,6.71809,6.3999467,7.3725595,6.3908734,7.214859,7.9411936,7.655428,8.282663,7.0613456,8.103522,7.366402,6.4504538,7.0550942,7.2918477,7.3674397,6.61103,6.837657,7.4022965,7.260833,6.9855194,7.327486,6.9753914,7.835564,6.568299,7.141628,6.189799,7.3300734,7.1643057,7.7818675,7.1330004,8.698835,7.1068764,7.9855833,6.8297935,7.9756265,6.133896,6.225278,7.417887,7.4967003,6.6235094,6.945502,7.4058113,6.6505594,8.282631,7.9054585,6.700232,6.837099,6.368703,6.5204396,7.4728804,7.725241,6.510278,7.873265,7.3818064,6.8985367,7.9680305,7.466928,6.9905734,6.576929
2036,8.550095,8.096112,8.343197,8.056963,7.3766327,7.9498134,6.2877073,8.1738615,7.538078,7.1490474,6.886369,7.0214562,6.9341826,7.7921124,7.457918,7.21874,7.841122,7.542463,6.731603,6.5251856,7.50243,6.1631436,6.3458405,7.546134,7.243255,6.4252267,6.5062737,7.087974,5.7354136,7.197664,7.950811,7.446953,7.509619,7.228639,8.048756,6.2216153,7.2824116,7.4827504,7.5879674,6.8950286,7.3324566,7.5823255,8.062333,8.378749,8.270515,7.65735,7.108938,6.636754,7.140057,6.8842463,6.6233473,8.817412,7.357106,7.382567,7.260126,6.7975883,5.592827,7.18238,6.501799,6.6770906,7.7143826,8.208889,6.8244123,7.128559,7.392843,6.869925,7.8689804,6.432409,6.5061145
2037,6.9836307,7.042935,7.6900463,7.665146,6.586347,7.444339,6.3413396,7.0742683,7.0755706,7.1694307,6.957852,7.068026,7.7208066,7.469855,6.4058022,7.5887194,7.3029737,6.9795504,7.2671714,7.406433,7.4698358,6.3998322,6.833097,6.544357,7.517922,7.2195287,6.879452,6.631806,7.497126,6.6408186,8.125914,6.6083264,8.202739,7.876039,6.9134865,7.492071,8.169997,8.38501,7.858445,6.7345943,7.835074,7.8871846,7.8882236,8.323109,8.3159485,6.7854095,6.6113725,6.480408,7.551142,7.0233235,6.473262,8.252815,7.645799,7.3074102,7.165179,6.605888,5.7214103,7.1890116,6.6242547,7.0613046,6.356737,7.083045,7.854357,7.1522107,7.7674823,6.0149965,7.1356378,6.2665243,6.4624767
2038,4.8842907,7.1581144,7.533216,8.010754,7.665709,7.064291,6.9098196,8.552525,7.194028,7.506554,7.2986016,7.078134,5.930902,7.0800843,7.1865916,8.155189,7.256797,8.308435,9.719006,7.7531404,7.2291837,6.355001,6.94893,6.4277186,6.6209908,6.3530607,5.8461533,6.5632863,7.652684,7.142668,7.2716637,7.098873,7.980545,7.401657,8.223946,6.318501,8.02976,7.57543,7.978538,7.153721,8.345937,7.173064,8.037035,7.2884455,8.287016,6.6081963,6.6286077,6.0082226,7.0996675,7.1293273,8.673721,8.095256,6.8617644,7.1808968,7.9324713,7.6821766,6.2539434,6.0528274,6.679687,7.605308,7.6284103,6.5376062,6.728557,7.472727,7.042482,7.225306,7.794678,6.824783,6.610416
2039,7.473098,6.9223766,8.15725,7.02329,6.803451,7.3920712,7.221633,8.879408,8.122206,7.083293,7.531991,7.2873397,6.478735,7.335706,6.98365,7.9099555,8.211823,7.8789396,7.8902087,7.226595,7.3426194,6.9398203,6.4991193,7.3471665,7.3521595,7.2348285,7.652441,6.5320296,6.4281254,8.779654,7.625337,7.610007,7.526103,6.8940225,8.729852,7.4202547,8.033307,7.9440665,7.22102,6.7356224,7.779772,7.1618743,8.802286,6.77563,8.0300045,6.6574273,7.0430655,6.4641886,7.2036138,7.2517233,7.161307,8.546338,6.3949995,6.880094,7.8186793,5.802178,6.3627396,6.8669133,7.5513487,5.982946,7.4000173,7.9154544,6.7163777,7.782742,7.1921306,8.021167,7.2783747,6.884552,7.0654287
2040,7.349723,7.772876,8.966133,6.672644,6.546517,8.418272,6.8699045,7.463933,7.0968566,7.8308196,6.820091,7.2296567,7.2301993,7.889434,7.814594,7.6440396,8.142222,8.462382,7.912287,8.584199,8.282292,6.801425,7.286634,6.9508243,6.5029073,7.3445687,7.4797573,6.942688,6.457605,7.6989303,7.83561,7.1618013,8.3726635,7.7143345,8.445866,6.8411126,7.846095,7.881861,7.5642247,7.3479614,7.552506,7.77474,7.1323075,7.158358,7.9761224,7.850217,7.738836,6.9313364,7.339683,7.0887365,7.6159267,7.7175508,7.3999114,6.729899,7.2963495,6.2008305,6.401798,5.742189,7.289646,6.9868355,7.5545974,7.528529,8.5462675,6.478429,6.9902635,7.775751,6.484695,6.2309413,7.386988
2041,7.9957733,7.5125265,8.858039,7.249341,8.59329,6.9985123,6.8034296,8.243459,7.2722197,7.5416846,7.0470424,6.694801,8.687122,6.688809,7.324833,7.485796,8.148866,7.6116786,7.7040057,6.419979,8.198628,7.8625655,7.236105,6.7696486,8.001244,6.455849,7.278056,6.89188,6.2805934,8.108615,7.9290667,7.4978533,8.865294,7.972114,7.7746577,7.267171,7.2736864,8.336494,8.464577,7.4262996,7.510519,7.360457,7.182377,8.121431,8.319615,7.740119,6.884326,7.363304,8.365914,6.2387424,7.8400297,7.867401,7.5195146,7.1990466,7.450687,6.512998,7.627965,5.203231,7.131578,6.313114,7.6067514,7.371423,7.8873787,7.223554,7.5322733,6.7923036,6.9494786,6.4265046,5.9464293
2042,6.3446198,7.634816,7.3442264,8.240071,7.280843,7.9122,6.979971,7.77055,7.548566,8.117733,7.1633744,7.9198837,7.3292556,7.8648896,7.6153083,8.145739,7.901771,6.949774,7.907203,7.190201,8.238548,7.3116946,6.4155903,6.9554477,7.272525,6.9149494,6.8364725,6.361001,7.3282237,6.6502395,7.0423737,7.33167,7.9317207,7.3844037,7.490161,6.763431,8.25827,7.9629173,8.527336,7.1626,8.014869,7.611376,7.884062,7.401611,8.141597,7.124614,8.061805,7.0698857,7.68162,7.6899395,7.8800893,8.230177,6.4403377,6.437596,7.5726776,5.8455596,6.2780037,5.900524,7.719874,7.205345,6.618441,6.344842,7.9547706,6.304144,7.5612473,8.259904,7.531453,6.561005,6.112484
2043,6.170556,7.844954,9.412979,8.669296,6.270777,7.8455095,7.8322773,8.269523,6.612694,8.08224,7.110382,8.289394,7.0768948,7.060323,6.811935,6.971109,7.6416397,8.492435,8.082244,7.919977,7.946258,6.3829455,6.291699,6.9778805,7.8999352,6.6398635,7.7421966,6.59592,6.65141,8.744013,8.638993,8.0745125,8.863436,7.660501,8.043753,7.440885,7.6167374,8.079496,7.308909,7.611008,7.710281,7.9855165,7.340572,7.511188,8.052441,8.544994,6.9126782,7.3484235,7.675562,7.6701837,7.7245755,6.8937416,5.964862,6.906525,8.656128,6.619625,7.367245,6.55084,7.1887674,7.3525424,6.70957,6.4237704,8.330501,7.261747,6.194278,7.403575,8.182178,6.601038,5.9773726
2044,7.1933203,7.9301553,7.622612,7.477331,6.8336935,8.481514,6.9951043,7.267894,6.8451824,8.261404,7.3072696,7.702746,6.6661744,8.141418,6.7790136,7.349772,7.8213334,8.354323,7.7344594,7.3377285,7.9041085,6.7666125,7.2259603,6.4118166,7.5986295,7.2994804,6.9524083,7.2479753,6.9238253,6.5665083,7.561112,8.184225,8.970595,7.2548633,6.828773,7.8359966,7.421702,7.905514,7.7416515,7.495731,9.509757,8.152936,7.1760626,7.2612767,8.393345,7.379113,6.663344,7.278174,7.693661,6.615945,6.6853466,8.318847,6.4413013,8.856295,7.1027966,6.1407356,7.03535,5.5424376,7.1575656,6.84425,6.658394,6.877897,7.69054,6.3607306,7.0606017,6.423604,7.4533157,6.90699,6.8040876
2045,8.414751,8.358142,8.024938,7.5714483,7.9235673,7.1858253,6.5738997,7.8921084,8.585311,8.35157,7.952771,7.272104,7.746488,6.9004045,7.7406783,8.5116205,8.486986,8.254198,6.9383707,8.2415905,8.234103,7.066379,7.2217546,7.2200007,7.024178,6.6315246,6.080883,6.848162,6.184409,7.8231616,7.1520214,7.7833643,8.133278,7.435586,7.6519203,7.7228928,7.896995,7.581528,8.439767,8.0825205,8.848726,8.047434,7.731626,7.979608,7.9873385,8.010772,7.853606,7.6566267,7.927039,7.6717296,8.198705,7.967181,6.8940554,7.2512183,7.834304,6.6230674,6.2236805,6.70479,7.35884,6.48372,6.373626,7.084965,7.088645,7.066247,7.63632,6.7052655,8.778818,5.769478,6.921522
2046,7.1863585,8.096256,7.664633,9.245452,7.24207,7.9318786,6.4014177,7.424177,8.1614895,7.09181,7.8077383,7.758115,7.3439145,7.5381265,8.071914,6.8813915,8.47267,8.259149,8.762901,7.70074,8.946392,5.9362454,8.351395,7.8601336,7.5382915,6.1553826,6.664922,7.0676155,7.7367296,6.74955,7.3430586,9.113286,8.25646,6.4693494,7.058793,6.5389504,7.8275647,8.016925,7.9556317,8.164471,9.07109,7.4916964,8.553611,8.985572,7.722518,6.5209475,7.622,7.3034124,7.7492447,6.8256054,7.2334905,6.920033,6.4350863,7.3093796,6.4965024,7.190503,6.366558,6.4066496,7.0070004,7.5267177,9.479188,7.3232555,8.047193,8.03579,7.0112586,6.211405,8.127958,6.145737,6.7118187
2047,6.2727323,8.8187275,7.7839713,9.134066,7.267287,7.6604548,6.9648967,8.480357,7.197927,8.819737,6.959453,7.682117,6.4471474,7.5335507,7.6197405,7.6555324,7.31668,7.7850904,8.312388,7.897528,7.8116245,6.748054,7.1319413,7.2389665,7.6236544,6.184824,6.830166,6.834731,7.8165274,7.166293,7.859637,7.3813314,7.7299356,7.43514,7.0731955,7.035387,8.6442585,7.6538095,8.4688225,8.21755,8.720591,7.748893,7.7128944,7.617652,8.066035,7.8931804,7.873655,6.657187,8.524558,7.0051594,6.4265175,8.379806,8.072111,8.991171,7.9511714,6.031341,6.8205,5.968997,6.972269,7.1703753,7.0238047,6.5100436,6.8844023,8.047176,7.248126,7.185302,8.269431,6.655231,7.244638
2048,7.880415,7.9088016,7.2553873,7.662972,8.431774,6.9243917,6.2910194,8.611433,7.2938685,8.150327,7.473379,8.3572,7.2877755,8.372283,8.344892,7.924881,8.048083,8.156926,7.0104613,7.0447717,7.958281,7.442274,7.258152,6.940269,7.097099,6.338733,7.500421,7.353535,6.470327,7.281904,7.836297,8.133775,8.306771,8.413463,7.4153085,6.6839976,8.273461,7.0835094,7.7633824,7.736029,8.933419,7.1267657,8.001572,7.1856413,9.519207,6.7952576,6.93476,7.836743,8.20737,7.393126,7.2441487,8.549308,7.3993673,7.798166,8.179375,6.127146,6.0165534,6.780418,7.1952763,6.974892,7.9843884,6.6831136,8.29848,6.1412363,6.8687634,8.076721,7.375809,6.4572377,6.9612517
2049,7.12453,8.863354,8.807722,8.707768,7.1678042,7.823918,7.7608147,7.6448026,7.712747,8.546904,6.682612,8.818192,6.9827285,8.600955,7.1548743,7.2645993,8.133968,8.663179,8.04361,8.20995,8.287705,6.685771,7.432226,7.183345,7.3410716,7.8372602,6.7239075,6.308762,6.775671,8.763595,7.6584415,6.639738,8.880281,8.062693,7.1180325,7.5382156,7.3464584,7.772472,8.819088,7.9513116,9.27581,8.661822,8.178005,8.349667,8.3473015,7.650405,7.2692013,7.2388625,8.108753,6.980099,6.973787,8.132785,7.863571,7.607346,6.563843,5.7238154,6.1688643,6.8574715,6.750876,7.340142,7.1377535,6.501207,8.236983,6.394906,6.904112,7.848549,8.330189,7.2582903,6.521905
2050,7.378853,7.8377147,7.579099,8.962257,7.089897,8.062312,8.209605,8.176342,7.20929,8.024379,7.535781,7.517148,6.8933554,7.3989964,8.405764,7.4481463,7.648862,8.398924,7.7586465,7.499254,8.508019,7.293527,6.533918,7.422881,9.018182,6.6348867,7.1576242,6.743546,7.5229807,7.456707,7.216789,6.2252145,8.708572,7.8713512,8.289802,7.130456,7.9271827,7.481275,8.595817,7.7919273,9.596854,6.6424985,8.239835,6.732954,9.282398,7.306787,7.3235354,7.0671935,8.84631,7.510151,7.179731,7.767482,7.4024405,7.504702,8.401909,5.947923,6.6053863,7.0120535,7.198696,6.290485,6.725529,8.512861,8.898527,6.1312876,7.5785775,7.4091306,8.693272,6.493442,6.822194
2051,7.3001885,8.193879,7.7636943,7.779371,6.8972893,7.99459,6.720785,7.7012043,7.38977,8.225967,7.498599,7.977242,7.994462,7.857236,7.6853642,7.9155054,7.1572113,8.579449,8.624416,7.341589,9.595217,6.24799,7.235208,7.340005,7.9425817,6.8884187,6.5562363,7.2306867,7.676739,7.0743957,8.774941,7.275276,8.181584,6.93189,7.426967,7.0706625,8.147851,8.2268,8.000419,7.7346225,8.699898,7.1315956,8.506656,8.363216,8.872391,7.287762,7.636108,7.1810403,8.586727,5.576428,6.4906015,7.7941103,8.986978,7.6914563,9.497149,5.768924,7.3937,6.244529,5.9690185,6.893467,7.8789797,7.2274017,7.964837,6.8023424,7.4857783,7.9253993,7.606445,6.93495,5.764414
2052,8.268404,8.649443,8.538354,8.461527,7.653227,7.1068773,7.4393086,8.498354,8.452171,7.7873178,7.401121,7.3206735,6.545157,8.407939,7.3136306,7.766385,7.5621605,8.516586,8.018882,7.6901083,8.920919,5.7649736,6.7934093,7.65488,8.5054655,6.59451,7.0795493,6.436426,7.4584856,6.6378555,8.073611,7.6840596,8.9247265,6.8659725,7.8013716,6.1156125,7.237351,8.158275,7.7974396,7.8758707,9.256911,7.477199,7.597808,7.2698183,9.108178,6.748108,7.9754767,6.998284,7.4982543,6.5705967,6.60108,7.903928,7.5199876,7.599759,8.815457,5.96449,7.314891,7.120317,7.4885774,6.6592603,5.7272434,6.7333283,7.853411,7.5730233,8.262013,6.9275827,7.5772376,7.0626135,6.5324693
2053,7.9768915,7.8190193,7.785923,8.854563,7.3954005,8.749882,7.405135,8.517316,7.3109303,7.6197295,6.557047,7.696887,6.829292,7.506419,7.459804,7.696875,7.4983234,8.226724,7.839281,7.844017,8.953129,7.6686015,7.2897234,7.372162,7.6506643,6.159034,7.30459,6.9787693,8.205024,7.61821,8.097033,8.2733755,8.614395,7.2780967,7.9573317,7.6727147,8.778926,7.805706,8.184555,7.315116,8.78502,8.397925,8.176361,7.577718,8.905778,7.268441,7.7863746,8.381442,8.49948,6.588997,7.237953,9.177619,6.6206717,8.730341,8.011287,7.4770265,6.2599807,6.629031,7.707731,6.7678547,7.1841817,5.975304,7.9064317,8.066762,6.5444193,8.249742,9.000159,5.359628,8.007077
2054,7.4073486,8.878906,9.464609,8.421958,6.8370123,7.86655,7.5970087,9.8448715,7.869052,7.9993243,8.102164,8.142003,6.80238,7.8847146,8.723237,8.341425,7.5469437,9.464129,6.913203,7.811582,9.29455,7.181331,7.2143126,6.928733,7.358988,6.150886,7.4662747,7.929967,8.328795,7.5636616,8.448176,7.4112077,8.60282,8.0821705,7.731039,6.6019793,8.753494,7.4940014,8.939594,7.944283,8.646039,8.488365,8.666401,8.444116,8.767843,7.806017,8.574071,6.7435703,8.727959,6.7886524,7.126485,7.0891194,7.220119,7.560427,7.4830527,6.6337914,6.432825,6.8134646,7.5194445,6.629829,8.192343,6.838951,8.198961,6.9006352,8.043869,8.190118,8.432641,6.3984184,7.4597144
2055,7.8078623,8.490444,7.272707,8.743488,6.591234,7.47016,8.081866,8.162351,7.8739996,8.411991,6.5827184,7.8629026,7.271121,8.510381,7.276358,8.162133,8.087578,8.758375,7.555052,8.192359,8.917455,7.0213237,7.860207,6.7588,7.849444,6.5482593,7.133215,7.247738,7.5331545,7.9977427,7.0073104,7.6690598,8.384629,7.30331,7.5517597,6.6682453,9.417882,7.8120437,8.628611,8.251409,9.681414,8.371823,7.43894,8.076922,9.042018,7.52658,9.011912,7.1598706,8.722465,7.098612,7.8619657,8.473861,6.9651084,8.150338,8.290465,6.885601,7.6408534,6.7300005,7.1754413,8.400966,7.1485605,7.532416,8.674536,6.282108,7.121337,7.6504345,8.1204815,6.8598437,7.528826
2056,8.019577,9.304048,8.460804,9.726525,6.7388134,8.046735,7.747574,8.544194,7.397445,8.603956,7.364844,8.442806,7.976307,8.156607,8.241072,8.036545,8.50477,8.637361,7.4363723,7.7672763,9.242628,6.8556614,8.322477,7.3028297,8.277315,6.053296,6.9581056,5.66059,7.474598,6.2737174,8.164689,7.8679695,9.365316,7.366606,8.230441,7.6522384,9.928406,7.554329,7.9085407,7.831306,9.722923,7.6395173,7.356239,7.604785,9.189775,7.609475,8.068085,6.490635,7.674809,7.661941,7.8984475,8.476892,6.6508164,8.246136,8.476193,5.889697,6.963585,5.9531436,8.001997,7.527124,7.2681193,7.579159,8.617485,7.084602,8.058759,7.3689747,7.3497825,6.4088845,7.5182023
