yyyymm,BCCA_0-125deg_tasmax_day_ACCESS1-0_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_ACCESS1-0_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_BNU-ESM_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_BNU-ESM_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_CCSM4_rcp26_r1i1p1,BCCA_0-125deg_tasmax_day_CCSM4_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_CCSM4_rcp60_r1i1p1,BCCA_0-125deg_tasmax_day_CCSM4_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_CESM1-BGC_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_CESM1-BGC_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_CNRM-CM5_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_CNRM-CM5_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_CSIRO-Mk3-6-0_rcp26_r1i1p1,BCCA_0-125deg_tasmax_day_CSIRO-Mk3-6-0_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_CSIRO-Mk3-6-0_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_CanESM2_rcp26_r1i1p1,BCCA_0-125deg_tasmax_day_CanESM2_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_CanESM2_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_IPSL-CM5A-LR_rcp26_r1i1p1,BCCA_0-125deg_tasmax_day_IPSL-CM5A-LR_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_IPSL-CM5A-LR_rcp60_r1i1p1,BCCA_0-125deg_tasmax_day_IPSL-CM5A-LR_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_IPSL-CM5A-MR_rcp26_r1i1p1,BCCA_0-125deg_tasmax_day_IPSL-CM5A-MR_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_IPSL-CM5A-MR_rcp60_r1i1p1,BCCA_0-125deg_tasmax_day_IPSL-CM5A-MR_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC-ESM-CHEM_rcp26_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC-ESM-CHEM_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC-ESM-CHEM_rcp60_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC-ESM-CHEM_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC-ESM_rcp26_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC-ESM_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC-ESM_rcp60_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC-ESM_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC5_rcp26_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC5_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC5_rcp60_r1i1p1,BCCA_0-125deg_tasmax_day_MIROC5_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_MPI-ESM-LR_rcp26_r1i1p1,BCCA_0-125deg_tasmax_day_MPI-ESM-LR_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_MPI-ESM-LR_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_MPI-ESM-MR_rcp26_r1i1p1,BCCA_0-125deg_tasmax_day_MPI-ESM-MR_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_MPI-ESM-MR_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_MRI-CGCM3_rcp26_r1i1p1,BCCA_0-125deg_tasmax_day_MRI-CGCM3_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_MRI-CGCM3_rcp60_r1i1p1,BCCA_0-125deg_tasmax_day_MRI-CGCM3_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_NorESM1-M_rcp26_r1i1p1,BCCA_0-125deg_tasmax_day_NorESM1-M_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_NorESM1-M_rcp60_r1i1p1,BCCA_0-125deg_tasmax_day_NorESM1-M_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_bcc-csm1-1_rcp26_r1i1p1,BCCA_0-125deg_tasmax_day_bcc-csm1-1_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_bcc-csm1-1_rcp60_r1i1p1,BCCA_0-125deg_tasmax_day_bcc-csm1-1_rcp85_r1i1p1,BCCA_0-125deg_tasmax_day_inmcm4_rcp45_r1i1p1,BCCA_0-125deg_tasmax_day_inmcm4_rcp85_r1i1p1
203001,12.214612,10.301442,10.523946,11.187768,8.34044,12.6383095,10.687422,9.72212,13.045475,13.3132105,9.585274,10.7025585,8.15893,10.220275,10.661761,9.595951,9.269457,7.624747,8.507265,10.935229,7.711997,10.414743,10.067521,9.838381,11.193684,9.221492,10.146577,12.853597,10.713248,12.260252,10.401729,11.111461,9.543223,10.725185,11.877444,10.994874,8.625252,10.529593,9.449789,8.445185,12.052777,11.871366,10.128926,6.513409,8.420124,8.469854,7.572516,7.892783,8.215729,9.316333,9.810749,10.730888,8.031335,9.000959,9.84797,10.278424,7.4869165,11.218412
203004,19.697424,22.679153,23.406506,22.349026,20.34587,20.27298,18.350964,21.271214,21.087524,19.932198,22.11532,19.89655,19.136034,22.683592,21.307673,23.086182,19.883553,19.339985,20.508963,21.860502,18.443645,20.830475,18.137003,20.047747,19.952124,19.580631,19.605425,18.433916,20.346115,21.094566,20.43111,20.841284,19.013618,20.200409,21.540367,19.448057,19.394035,22.753798,18.741182,20.523685,19.210253,19.194933,17.542015,21.278282,17.577309,18.159702,17.770853,18.215174,17.159155,19.852842,19.358263,20.289494,21.274635,17.967928,21.153568,20.047806,19.15946,20.036898
203007,29.668331,29.988365,28.30253,29.997578,28.538181,28.630339,27.401117,29.384085,28.19911,28.993624,29.084904,28.311995,29.135101,29.754627,28.54292,29.413267,29.170713,28.92405,29.889343,28.626621,28.560175,28.590181,28.513813,28.294191,29.220516,28.547953,29.663898,29.529203,28.044086,30.580494,29.66733,28.03514,30.149641,29.268482,29.740698,28.806707,28.817587,30.061554,27.84506,30.729193,28.99896,28.661362,28.993097,28.485292,27.33205,27.989658,29.008348,29.710361,28.312119,30.730547,27.385698,30.209812,30.257761,28.329653,29.520655,30.199242,28.253263,29.99628
203010,21.8974,19.866106,21.42733,20.65217,21.57031,23.102417,19.533546,22.341785,19.762423,18.768518,19.70656,20.851635,20.259445,22.083319,20.574827,21.982332,22.989769,20.759241,21.9266,20.570415,20.3701,19.808638,21.565254,20.875484,21.36731,20.650276,20.822924,22.84096,21.077967,19.257565,20.033113,19.829285,20.278633,23.196922,20.207895,21.213354,20.645555,20.357653,20.252838,19.985207,21.800026,20.914482,20.473722,22.47279,19.465239,20.788572,20.486532,19.240692,20.913767,20.369745,20.582499,18.639877,21.34216,19.563839,20.64306,21.264715,18.869972,20.43014
203101,7.8334503,9.858035,11.594524,5.8157554,10.123656,10.98884,7.665671,12.941235,10.09258,8.835435,8.055028,10.2937355,9.707076,11.5954895,12.078165,8.79707,9.625413,10.612404,11.423074,11.93636,6.49862,9.797275,9.94907,11.355368,7.2807574,10.89468,11.282364,10.679322,7.411868,12.051646,9.791297,8.763546,9.872853,10.066899,9.382184,11.290058,7.1515303,11.223266,9.910721,8.274296,10.927653,7.9950943,12.274734,13.855016,11.682205,11.663677,9.33153,7.0291753,7.83144,13.441779,8.4819,9.814398,10.840062,10.599824,8.49385,10.724455,9.592999,8.163656
203104,19.502222,17.121351,20.901085,17.11782,23.617487,20.06849,18.701632,21.768467,18.23344,20.753231,19.349594,19.386166,18.432375,20.760239,21.589977,23.410805,20.78701,17.82704,20.28162,19.935917,20.017267,20.380049,20.361013,22.000292,20.281609,19.029736,20.111113,21.189861,20.067297,20.161472,21.358625,19.97187,21.150366,20.898737,21.453646,21.064554,21.788372,23.22437,18.95499,19.420057,21.355673,19.433477,19.393808,21.424162,18.148159,17.025095,17.555021,18.175293,21.442743,20.529688,20.013765,17.634457,19.620693,17.385092,19.36342,20.569096,19.486408,20.442871
203107,29.77495,28.762924,31.525135,29.347979,30.376057,29.50631,29.094614,28.10702,28.407997,27.889473,28.032501,27.776815,29.565462,29.784258,28.548897,28.74121,29.910181,29.844196,28.745016,29.770493,28.206373,29.246925,28.017515,29.81926,27.287624,28.412407,28.694563,28.39453,29.261322,30.204302,29.020376,28.8734,29.706388,30.237183,29.793966,28.427538,28.588774,29.918625,29.974129,28.42113,28.926523,27.413784,28.23752,29.358366,28.382082,27.85866,27.595484,28.795609,29.723896,28.231745,28.267262,28.016235,30.278921,28.874603,28.279139,28.85875,28.604008,28.404125
203110,21.285227,22.594183,22.127457,19.199856,21.49774,20.050655,20.900803,21.467316,18.728672,20.955284,21.866398,21.04046,19.805094,20.088472,20.879316,21.811203,21.418581,19.504114,20.510511,22.036129,21.421228,21.530174,19.85191,22.21163,19.8336,20.952393,20.26595,21.587988,19.829868,21.455256,21.12096,20.830946,20.730534,21.961994,20.790043,21.564653,21.603745,21.064196,21.11112,20.990332,20.32011,20.757504,19.503246,22.881935,21.318466,17.311392,20.15749,20.490149,20.838924,21.168549,19.723442,20.319643,23.142977,18.15489,20.413984,21.382036,19.203186,20.064598
203201,10.44674,10.469289,10.231798,11.856749,11.953928,7.8264403,9.692189,9.645815,13.027251,11.073171,11.929713,9.527035,8.370073,12.73424,9.984582,12.581815,11.898843,6.6315928,13.293672,9.405282,13.322716,9.127643,7.3200088,10.78249,11.991265,10.959499,10.978691,11.777205,9.379262,11.8872795,10.52763,9.09833,10.232071,9.353156,11.307358,11.430058,8.644983,11.759308,9.892145,9.137098,10.485439,10.689672,6.9046817,13.268516,7.014425,8.398147,8.734353,7.4276457,10.986548,9.383295,10.256374,10.726208,9.147514,10.341109,7.9715004,10.019153,8.165227,8.472592
203204,20.13877,19.67679,20.776268,21.071014,19.303999,21.01893,20.157187,19.708017,21.06702,18.64584,19.96593,18.33356,20.813498,19.287096,20.900614,20.407398,22.23934,18.643314,19.18157,18.60896,17.1136,18.175808,16.65474,19.137072,22.62902,18.62705,22.040016,19.359615,19.79765,20.559795,17.668118,20.452888,19.029871,19.414806,19.109776,21.090717,21.8299,20.849293,20.371912,18.911825,19.668587,18.412876,21.341267,19.991045,17.126354,18.293581,17.83618,18.082375,19.431473,20.591413,20.267767,19.752213,19.394026,21.35593,18.864002,20.120869,20.709442,19.405632
203207,29.9044,30.54434,29.37561,31.681627,29.830044,28.875345,28.328089,29.845257,29.719044,29.21875,28.033401,27.490364,29.681368,29.36635,28.843657,29.35338,29.05883,28.538935,29.869318,28.911787,29.354345,29.33632,28.646395,30.087816,29.774776,28.210274,29.050167,30.00486,29.643475,29.24607,27.927841,28.238611,29.398905,29.078781,28.306171,28.587196,28.649736,29.249588,28.01112,28.323381,29.476345,28.650015,29.067633,28.551134,27.336628,28.59577,27.877462,27.745066,28.89502,30.149952,29.057604,27.519272,28.905138,29.803888,27.999058,30.075003,30.747427,27.819357
203210,20.22582,21.914648,21.822374,21.58687,20.848345,20.351093,20.91842,21.14288,18.012062,21.646652,20.448479,20.762526,19.394415,20.174734,22.204782,19.73725,22.016996,21.555122,22.028105,21.649595,21.226368,22.240902,21.431938,20.054869,21.205698,20.132454,20.577824,21.035275,20.908993,21.360037,20.981627,20.555243,19.514198,19.593197,19.231102,20.466837,20.506432,20.49699,22.319252,19.747883,23.272594,21.312052,22.326326,21.300283,19.145689,18.860271,19.143196,19.566034,21.631435,21.180613,20.12297,21.57878,20.710201,20.727032,21.368479,20.168964,19.89202,21.896444
203301,12.070343,9.467729,9.781222,13.0144,12.614013,8.999808,9.974234,10.074297,9.722613,11.832311,9.705484,11.146098,8.3796015,6.337365,9.71228,9.364553,8.938626,9.608521,10.404316,10.65568,9.422676,9.137312,12.010713,11.297949,8.439861,9.510027,10.233041,9.966924,10.703697,11.469805,10.916996,10.427751,9.9694195,8.089728,10.416929,9.210239,11.4760895,14.739448,8.764781,5.071439,10.960656,9.282708,9.29587,9.295741,8.579718,8.6099415,6.3795033,11.886875,8.12564,9.462604,11.1121645,9.288092,10.36769,9.070557,10.653411,11.974259,9.714935,9.997442
203304,21.58916,19.885483,21.23636,20.931067,18.896986,21.881315,19.783684,20.880953,18.106035,19.88972,20.58311,18.304333,20.356901,17.988764,21.004314,18.600155,20.519764,20.916782,18.386242,21.198986,20.230892,22.268225,20.512175,21.231853,19.908714,21.153242,19.854094,22.290577,19.953115,19.987558,19.131786,21.516186,20.617552,21.417303,19.379683,19.292822,20.35334,22.256414,19.004135,17.537176,17.834377,19.753235,20.7725,20.743296,19.963657,19.448002,18.542841,18.418905,19.457579,19.321838,21.572418,19.810799,19.46892,20.640493,19.025095,18.244474,17.60787,21.741076
203307,29.490719,33.002064,29.397636,29.112284,28.864277,29.014732,28.873474,28.287994,28.044205,27.911406,29.244688,28.380236,30.1467,29.462622,29.773664,30.399586,28.91293,29.885271,28.709316,29.825853,30.725195,29.195284,28.550194,29.04124,29.026182,31.132195,29.88956,29.594355,30.472986,29.407661,28.687326,28.789232,28.637,29.636393,28.812492,28.738546,28.645468,29.689594,28.890654,27.663332,27.612497,28.865208,30.841051,30.346647,28.098228,27.708452,27.077923,28.741837,29.728516,28.635542,28.010134,28.47406,31.45386,30.32371,29.395061,28.076414,29.042706,28.885769
203310,20.576395,20.120832,20.232397,21.9442,20.210732,20.803743,21.55868,20.708015,19.976334,20.714705,22.265644,21.635818,21.127817,21.273767,21.240482,21.393995,22.193005,23.066828,21.749498,21.942331,21.222765,21.738085,20.053175,20.030998,19.866796,22.348528,20.554445,21.27534,23.400684,20.411392,20.014965,22.00876,20.743547,22.642881,22.376966,19.43748,20.740396,21.04021,20.831295,20.665094,20.037962,20.00552,21.881699,23.150135,19.153131,18.960014,20.466957,17.97504,20.132042,21.250996,22.9975,22.881609,20.327248,22.104298,20.005781,20.492844,22.716969,21.396723
203401,8.253623,9.143415,10.077961,7.358995,9.779917,9.293449,11.61741,9.052678,9.286891,8.710051,9.843833,10.311465,10.500606,8.815898,11.604228,7.5044055,10.072459,11.035091,9.971924,11.551925,6.975342,11.627876,12.163818,11.623364,8.938331,9.624532,12.5388,9.660583,12.750328,8.798052,8.9806385,9.438594,10.869919,7.5592484,12.34395,8.292738,8.38815,8.536348,11.226459,8.799656,8.995609,11.339808,11.956113,13.662361,7.27712,9.490149,6.165687,8.858522,8.548209,9.907885,10.111648,13.339928,10.580331,9.9315405,4.1375074,8.927265,8.719946,9.369535
203404,22.932533,19.230581,17.42964,20.006924,20.265894,19.778933,19.708614,20.744978,18.952389,20.448418,17.96363,22.192358,21.133387,19.207102,19.883215,20.182981,21.267523,20.468903,21.493668,20.023996,21.091995,18.518696,20.609924,17.868849,17.386929,19.076088,20.642794,20.43288,19.009289,20.112091,19.008554,19.091984,19.496094,20.524864,20.853992,21.08997,19.505196,20.939365,19.55203,19.163197,19.48891,20.627117,21.201363,21.520092,17.929232,19.692099,19.080175,16.880407,18.115566,20.076496,19.774723,19.12649,20.317162,21.650106,20.703182,19.797749,19.747387,18.500238
203407,30.062077,30.549986,29.271805,29.674835,29.172297,29.34386,28.513912,29.467417,28.892908,28.85337,27.909243,27.13605,29.656366,29.822405,30.732197,29.53756,29.88778,29.943064,29.198835,29.656918,30.183857,29.660347,29.58405,28.92489,29.435337,30.150846,29.01313,29.89908,29.705935,30.663208,28.770054,29.008078,29.934254,29.292368,29.259619,29.896898,29.070902,28.962128,28.592203,29.06688,28.83719,29.666977,30.490374,30.626816,28.032673,27.79584,27.373213,27.913212,30.234838,29.61596,29.808416,28.884315,30.163738,30.060818,29.374557,28.951044,29.541464,28.342346
203410,20.274128,22.172243,20.125435,21.638437,19.905273,20.656162,21.059267,20.734678,21.9438,21.145796,18.935198,19.180593,20.14687,20.70859,21.339993,21.02159,22.04598,21.719213,20.61486,21.420998,21.662668,20.335888,21.651474,19.79794,21.099419,20.643116,21.902185,21.946001,21.856813,22.447565,20.818169,19.928082,21.91694,22.110031,21.065794,21.310568,20.822134,20.569864,20.801397,22.579453,21.36046,18.332048,22.831081,22.554562,20.841713,18.596664,19.985205,19.673002,23.05737,21.612013,21.458494,21.199083,20.506762,19.430025,20.27527,21.612082,19.798203,20.051134
203501,6.3835,9.703428,8.568588,10.109263,11.228664,9.472202,10.737511,7.594652,8.157011,7.6772227,10.8374405,9.4974575,11.340472,7.709973,9.894777,9.873635,9.789192,10.518021,8.802344,8.5550585,11.204825,9.3142185,7.3386707,9.64319,6.949075,9.558751,9.503438,8.1320715,10.769442,12.118116,6.5442185,10.004225,7.3237767,11.286075,9.605266,10.233315,10.459469,9.620606,7.927889,11.625053,11.541048,11.975103,12.416655,10.60552,9.821091,11.063691,6.935216,8.414947,10.090863,12.934997,11.068133,10.343477,10.364905,9.005582,11.37594,9.428344,10.247548,8.51984
203504,19.81719,20.094564,19.057043,19.738792,19.170893,20.907244,20.656279,20.983536,21.241817,18.706543,18.431458,17.365261,22.082064,19.792585,21.986864,21.699692,20.807201,20.42614,22.808897,21.925714,21.164928,21.59052,19.853865,19.474812,20.13675,21.462875,19.438131,21.646606,19.577509,22.997496,19.66794,20.652872,19.704163,21.695415,17.492311,19.8262,21.942394,20.504858,20.631008,21.366318,19.896294,21.40927,23.832005,19.486233,19.874037,18.160698,19.524828,19.575672,19.955976,21.346043,18.547892,22.627625,20.74334,19.583559,20.50808,19.18298,20.911692,18.549059
203507,28.776766,29.987288,28.861721,28.896399,29.786085,29.811258,28.870716,29.492634,29.674671,29.931738,28.50896,29.442076,29.592693,28.75904,28.914711,30.571987,29.744698,30.223331,29.617786,29.02599,28.218264,29.05716,30.513538,30.090109,29.262842,29.51878,28.353918,29.536932,29.532705,28.736645,29.87261,29.657692,28.325743,29.971119,29.217339,29.57333,29.609446,30.43772,27.675703,30.5027,28.60074,28.101805,28.823074,28.702723,28.302315,28.676374,27.80699,27.849745,28.617136,27.327051,28.186522,30.42307,30.523565,29.597094,30.250418,28.714537,28.474556,28.415445
203510,19.30265,20.539034,21.462606,19.863377,21.678959,20.794062,21.4372,21.387869,20.18981,22.168161,21.685059,19.767618,19.734236,20.003191,19.850843,21.95503,23.70029,22.930658,20.915615,21.807852,20.188765,23.099121,21.518522,21.298622,19.592777,22.049225,21.622808,21.044197,20.811962,21.067902,21.451618,21.29442,20.882282,20.0163,20.42519,19.767204,21.46855,21.928635,19.852354,20.671396,22.890604,20.283913,21.495579,23.417984,18.916574,20.03382,21.003738,18.919918,21.167664,22.291441,20.573027,20.476051,22.260698,21.004261,21.846428,21.391647,21.523054,19.878994
203601,13.601532,10.089289,10.536368,12.383127,11.186956,9.730886,9.548934,13.816188,8.981871,10.410647,10.6497,10.109705,11.141655,12.800457,11.24653,8.877619,10.848046,9.9845915,11.085003,11.060311,10.820035,9.783308,10.080786,11.611597,10.035171,11.521328,11.363437,11.141794,8.6691,9.902475,11.215863,11.800897,10.637114,9.871764,10.455649,10.009768,11.790091,9.915178,9.509493,9.250882,13.312683,9.7063675,11.307005,11.753291,9.780069,8.725127,10.410224,10.351714,10.508101,12.034802,10.311999,8.627861,7.5814967,11.755917,8.968306,11.383902,9.817555,8.369144
203604,20.89196,21.607908,22.617626,22.815556,19.522562,20.704441,19.443695,20.94956,20.303535,20.258242,20.62817,18.355267,19.587408,20.152143,19.265432,21.715763,20.00197,21.559261,20.375662,22.111757,21.552685,20.081203,21.192955,20.69801,20.432575,21.030504,19.875755,20.157948,19.278894,20.198534,20.348568,20.419783,20.090822,20.438,21.397789,19.328007,21.319101,21.043669,19.554766,20.902163,20.613857,19.387547,21.2674,19.89248,20.154604,18.052416,19.552542,17.651182,17.391546,19.507214,23.137928,20.70331,20.267603,19.573828,20.169699,20.465834,21.255999,20.192463
203607,31.286139,31.723368,29.846195,30.565239,29.45967,29.680904,27.492323,30.023287,29.701412,29.389221,27.225292,29.479624,27.818827,30.848875,28.345709,28.594019,29.360281,30.619982,29.93231,30.373314,29.463232,28.831709,29.972359,28.949224,29.744843,30.142696,29.666338,30.052818,29.632952,29.5009,28.765322,29.10016,28.529234,30.086739,29.642683,29.810387,29.104805,30.36821,28.363186,28.34295,31.281164,28.42758,29.18169,29.656715,28.223227,27.971453,27.867657,27.926037,28.774544,28.989069,29.206978,30.124475,31.453117,30.213127,29.459824,29.483559,28.138412,27.660406
203610,21.066704,21.965118,20.281439,21.660616,19.248636,22.2185,20.981203,21.144526,21.971336,21.853418,18.778353,19.864002,21.555578,21.852882,20.059563,21.647877,22.373173,21.6962,21.622807,22.230644,20.841228,22.255625,22.00146,22.16607,20.044334,21.129026,20.53234,21.207712,21.038471,21.458757,21.512352,20.741367,22.141546,22.949226,21.397497,22.799822,18.555737,21.330988,18.741604,19.691637,23.651897,19.896614,20.888977,21.713852,19.513758,18.564262,20.657398,19.974125,22.678793,21.63269,23.077896,21.214762,21.211761,22.39346,20.677443,22.50162,19.590351,20.579899
203701,11.548161,10.8486595,10.75947,10.30486,9.004665,12.519051,7.6881332,8.970223,11.867847,11.97746,9.202801,10.633456,11.688573,10.499556,8.640273,10.307277,8.999308,6.8474064,8.293049,9.409344,10.272571,8.105098,11.2739105,9.753758,12.439877,9.435559,11.473191,11.384404,9.387817,8.921121,11.281711,11.583357,12.545382,12.68206,10.599217,8.019819,8.55468,10.852586,8.036534,8.011921,11.799249,9.246377,10.114372,8.927301,11.967021,6.941735,8.926687,8.787149,13.127115,7.242148,12.074755,11.316728,8.238931,10.253242,6.9204597,9.599491,7.839008,10.124463
203704,21.082136,19.625814,18.947802,21.24661,19.035908,20.431803,19.695183,20.320196,20.1934,20.519606,20.516916,20.123951,20.821032,21.987156,17.874393,20.455154,18.274906,19.595264,19.237198,19.61658,19.092012,20.342495,22.343145,19.16238,19.906488,21.79151,23.188263,20.48662,19.47253,20.80123,21.446213,19.744703,20.435652,19.573309,19.836636,19.755322,20.231354,23.181181,18.588305,18.400652,21.636684,20.988169,20.620428,19.394821,18.907187,17.216417,20.059338,16.995953,22.103252,18.084524,18.758074,20.786238,19.387386,23.11968,19.777048,17.273903,19.112719,21.515446
203707,28.405289,30.395193,28.843828,30.428204,28.87867,28.604277,28.163458,31.206074,29.255705,29.117073,29.595755,29.179417,28.54139,29.73331,29.591146,28.873373,30.129393,31.281181,30.705502,28.934303,28.40829,29.642126,28.778038,28.69551,28.969803,31.096079,29.261051,29.529327,29.577337,29.700096,28.935944,28.697327,29.297451,30.164543,29.222736,29.41139,29.645563,28.875889,28.395218,29.240335,28.796688,30.520676,27.827763,30.324043,27.888174,29.368824,29.516167,28.154396,28.82335,29.247053,26.980545,29.26911,30.604486,30.182306,29.640871,28.117254,28.238258,27.995522
203710,22.012793,20.822277,20.944519,22.792173,21.384115,21.644745,19.382196,20.036161,21.16241,20.841038,19.749098,20.396301,21.033585,20.034065,20.058025,21.644993,20.845259,20.46699,22.446854,21.762339,20.497478,22.679724,21.481506,20.468468,20.405493,22.150888,20.198877,21.649506,19.7385,22.455612,21.247812,20.753685,22.346554,22.249372,20.034185,20.873013,21.341206,19.315355,20.840965,20.615564,20.957926,20.994217,21.553211,20.748318,19.60388,18.93975,20.195423,21.306763,19.575584,19.662823,20.128386,22.67144,21.466381,19.11158,21.44723,22.28965,20.189024,18.980247
203801,3.53898,9.504672,11.179666,9.289811,13.427213,9.697128,10.118536,13.397111,9.9322,10.966765,9.247187,10.505317,7.342014,8.076832,9.377987,13.843511,9.868919,11.729535,8.412476,11.09007,8.649675,13.456469,9.605439,10.760905,7.8092294,9.376683,9.339026,12.410185,9.032827,9.730848,11.5513525,9.898717,9.743494,11.15737,8.652014,8.432593,7.8154716,7.624234,10.524952,11.58497,11.6900625,9.882021,10.948973,11.897481,10.075307,9.310425,9.120678,7.95011,10.551487,10.687582,9.199955,10.553259,10.98082,10.481682,7.165654,10.222983,12.344435,10.980749
203804,16.827799,20.988327,18.066523,21.914808,21.243013,19.597662,18.634056,20.323854,20.097603,20.887257,20.839941,20.383354,19.662474,21.274399,20.999987,21.102509,20.146353,21.419865,18.684568,21.351555,19.337751,19.479914,21.285213,21.468102,19.248198,20.563143,20.51887,20.144476,19.604624,20.730349,19.820232,20.87885,21.64017,21.363462,18.952381,18.849598,19.433365,20.932741,16.266338,21.870277,21.115898,19.996157,19.44725,23.341413,20.96486,19.260153,19.3618,20.123837,22.541746,20.403957,18.83175,19.307766,20.512024,22.7605,19.793282,20.052488,17.960709,18.64565
203807,29.646664,31.53555,28.377478,30.216589,28.954504,30.457787,29.569725,28.688614,29.896177,28.869637,28.435377,28.150085,28.26913,28.984632,29.832714,29.475903,29.974373,30.826199,28.558323,28.754139,28.595356,29.501324,30.173496,29.397017,29.055298,30.872702,30.461987,30.86288,29.61966,30.264473,28.785065,29.20126,29.117334,30.446974,30.473288,29.897753,29.294538,29.121897,28.588242,30.550919,30.297245,28.677887,29.87261,29.607035,28.40921,28.732609,27.4132,28.903004,28.05875,28.709082,29.420696,28.986547,29.48366,29.895494,30.426922,29.724804,28.420586,26.297132
203810,22.309355,21.831934,21.189548,21.724533,21.489029,22.084795,22.359613,22.162891,21.400856,20.729376,20.030272,21.5522,19.634327,20.487053,21.213284,19.899145,21.134445,21.816324,22.635162,20.772343,22.142164,21.603117,21.918072,22.131466,22.346699,21.99057,23.017628,21.297483,20.265188,21.086489,20.968788,22.115479,21.29265,23.164206,22.686867,20.150454,20.198187,20.140656,20.985199,23.260424,22.59716,21.161533,21.640268,20.813932,19.941513,20.958607,18.425508,19.011028,20.541916,22.366913,21.149994,20.722698,22.176346,20.785986,21.152138,21.57669,19.908033,20.541876
203901,7.4154916,7.8292365,12.38569,8.786541,10.430823,9.934261,6.515857,14.017581,13.448762,10.477057,9.676934,7.794355,8.431561,12.436181,10.110316,11.802984,12.3567505,11.022437,12.645242,10.227017,7.740849,8.931652,9.970052,11.273326,10.168024,9.541655,11.588161,9.853174,10.02557,11.704303,11.398501,12.061224,10.782402,10.728073,11.474351,8.772771,7.6611123,9.889209,12.010295,11.285449,8.948138,8.397773,12.019771,12.261534,9.523128,8.808363,8.959881,8.656867,12.751894,9.754996,12.658948,9.705612,11.865805,11.738342,10.4090185,9.735763,7.8705316,9.608492
203904,21.100834,18.989693,21.484373,20.236984,19.75879,19.733715,19.895725,20.672562,22.777868,19.539051,18.632057,19.21423,19.549013,22.287573,20.574697,20.70859,22.067884,20.50649,20.626259,18.841509,21.213608,20.362736,21.386822,20.252768,21.68492,21.293182,19.5213,20.596642,18.51107,21.71524,19.954554,21.10414,19.883978,20.258732,20.017574,20.18605,20.071287,20.322327,20.616554,19.630615,21.504536,18.118082,19.060236,22.331142,18.894709,20.276855,18.553114,20.80318,17.861727,22.91052,21.150042,20.810192,22.308672,21.805693,22.545012,21.271837,20.39428,20.323912
203907,29.95218,30.781559,28.946053,29.125822,28.13883,29.53119,29.820656,30.68389,28.782314,28.387396,28.370523,28.793335,28.23592,29.162094,29.614117,30.067904,28.552757,31.233952,29.391838,29.165792,29.197046,31.041613,28.35876,30.550787,31.084454,28.660313,30.105331,28.955383,29.671696,30.514118,29.628302,28.618414,30.265688,29.427435,29.287678,30.056921,29.523243,29.50995,28.58958,29.58324,31.749197,28.945045,28.87814,29.355627,28.425549,28.792406,28.635159,29.405592,28.781403,31.64591,29.488619,29.696386,30.312859,28.25399,30.34993,28.775833,28.484055,28.3973
